	codparcela	min_fecha	max_fecha	102_coordenada_x_(utm)	103_coordenada_y_(utm)	days
4	000-00999-00-FC	2006-05-02	2006-10-25	449772.0	4123208.0	176.0
5	001-00001-00-06	2012-03-27	2012-04-23	455827.26	4161193.04	27.0
18	001-00004-00-10	2006-04-28	2006-11-08	326630.0	4183572.0	194.0
22	001-00006	2020-04-07	2020-10-13	464989.0	4221345.0	189.0
23	001-00006-00-00	2006-03-22	2006-11-14	361200.0	4152500.0	237.0
25	001-00006-04	2011-06-22	2011-11-16	357293.0	418204.0	147.0
26	001-00006-07	2020-03-24	2020-04-20	752729.0	4129869.0	27.0
37	001-00014-13	2015-07-01	2015-11-03	436030.0	4126187.0	125.0
38	001-00015-10	2015-08-26	2015-10-28	457167430170.0	4142861114670.0	63.0
39	001-00017-00-00	2006-03-21	2006-04-24	392618.0	4201436.0	34.0
46	001-00023-01	2020-03-24	2020-04-20	752729.0	4129869.0	27.0
56	001-00029-01-00	2015-03-18	2015-03-18	369577.0	4123223.0	0.0
62	001-00033-00-C0	2008-03-12	2008-10-07	306324.0	4088148.0	209.0
67	001-00033-06-1	2013-03-18	2013-11-04	384370.0	4117114.0	231.0
84	001-00065-01	2009-03-09	2009-11-02	429643.0	4144047.0	238.0
89	001-00072-00-00	2006-03-28	2006-11-08	272642.0	4076103.0	225.0
93	001-00078-00-00	2006-04-18	2006-10-17	377703.0	4121120.0	182.0
96	001-00084-02-01	2021-03-03	2021-03-24	309401.0	4100807.0	21.0
101	001-00096-04-01	2015-03-16	2015-11-03	456580.0	4162096.0	232.0
104	001-00098-03-08	2014-03-19	2014-11-12	411252.0	4117932.0	238.0
138	001-00164-02-02	2015-03-16	2015-11-03	456401.0	4160754.0	232.0
146	001-00176-01	2016-04-11	2016-10-10	440494.0	4144056.0	182.0
151	001-00191-01-00	2019-08-05	2019-09-09	375685.0	4157639.0	35.0
165	001-00271-00-00	2006-03-27	2006-06-05	530077.0	4248011.0	70.0
167	001-00280-01	2009-03-09	2009-11-04	418383.0	4148544.0	240.0
177	001-00351-01-01	2016-04-11	2016-10-10	440874.0	4146304.0	182.0
182	001-00390-06-00	2011-03-22	2011-11-08	470009.0	4147946.0	231.0
195	001-00496-01	2012-03-21	2012-11-21	358649.0	4124327.0	245.0
197	001-00496-01-01	2010-03-10	2010-11-17	358649.0	4124327.0	252.0
199	001-00589-01-00	2017-03-29	2017-05-10	438340.0	4144550.0	42.0
200	001-00589-01-01	2016-04-11	2016-10-10	438340.0	4144550.0	182.0
203	001-006-1	2021-03-09	2021-03-17	464989.0	4221345.0	8.0
214	001-00788-00-10	2006-03-29	2006-10-25	523974.0	4236930.0	210.0
215	001-00829-01	2015-09-08	2015-10-07	439597.0	4143464.0	29.0
217	001-00859-00-00	2006-03-21	2006-11-14	502694.0	4174844.0	238.0
220	001-00895-00-00	2006-03-28	2006-06-06	524697.0	4237882.0	70.0
223	002-00001-00-06	2008-05-13	2008-10-14	277247.0	4081516.0	154.0
229	002-00002-02	2019-07-01	2019-10-07	372210.0	4158784.0	98.0
232	002-00004-01-97	2021-03-17	2021-03-17	425275.0	4207965.0	0.0
233	002-00004-03-98	2020-08-11	2020-10-14	425051.0	4207812.0	64.0
235	002-00005-003-0	2012-03-19	2012-03-30	343737.0	4147675.0	11.0
236	002-00005-003-3	2012-03-19	2012-11-20	343737.0	4147675.0	246.0
243	002-00008-01-01	2010-03-10	2010-11-17	372264.0	4126001.0	252.0
251	002-00018-00-00	2006-03-27	2006-06-26	343500.0	4150000.0	91.0
255	002-00020-01	2009-03-01	2009-11-03	436068.0	4127734.0	247.0
256	002-00021-00-00	2006-04-04	2006-10-31	356284.0	4118075.0	210.0
259	002-00023-01-00	2014-03-14	2014-10-23	465895.0	4156336.0	223.0
280	002-00039-00-00	2009-03-10	2009-10-05	380865.0	4119503.0	209.0
281	002-00039-02-01	2009-03-10	2009-11-16	380865.0	4119503.0	251.0
287	002-00045-04-00	2009-03-23	2009-11-18	344475.0	4149613.0	240.0
296	002-00056-00-00	2007-04-18	2007-06-12	523224.0	4234408.0	55.0
305	002-00062-05-01	2009-03-10	2009-11-16	319994.0	4100366.0	251.0
306	002-00064-00-00	2007-06-06	2007-11-07	523410.0	4234105.0	154.0
307	002-00064-00-10	2006-03-29	2006-11-08	523410.0	4234105.0	224.0
309	002-00065-00-00	2010-03-16	2010-11-10	448879.0	4154919.0	239.0
310	002-00065-01	2011-03-30	2011-11-15	448896.0	4154546.0	230.0
313	002-00069-01-01	2017-03-07	2017-10-11	430998.0	4220220.0	218.0
317	002-00077-02-00	2015-04-01	2015-06-17	413691.0	4105314.0	77.0
335	002-00100-00-00	2007-06-06	2007-11-07	522005.0	4229836.0	154.0
336	002-00100-00-10	2006-03-29	2006-11-08	522005.0	4229836.0	224.0
341	002-00108-01	2014-03-18	2014-05-28	423885.0	4192375.0	71.0
345	002-00120-01-00	2011-03-16	2011-11-23	385583.0	4148386.0	252.0
350	002-00134-01-02	2016-04-12	2016-10-18	436195.0	4142897.0	189.0
352	002-00140-01-01	2013-03-18	2013-11-06	422863.0	4178661.0	233.0
354	002-00148-00-13	2008-04-16	2008-11-05	412398.0	4107467.0	203.0
356	002-00156-01-00	2012-03-12	2012-10-01	409229.0	4152698.0	203.0
365	002-00169-01-01	2015-03-16	2015-11-03	458410.0	4157156.0	232.0
374	002-00186-01-01	2016-04-11	2016-10-10	442686.0	4144720.0	182.0
376	002-00192-00-00	2006-03-21	2006-11-15	395256.0	4133728.0	239.0
379	002-00197-00-00	2006-03-28	2006-10-30	500414.0	4174795.0	216.0
380	002-00197-02-01	2013-03-20	2013-11-20	373174.0	4112893.0	245.0
382	002-00198-01-01	2016-04-13	2016-10-19	461702.0	4146825.0	189.0
393	002-00238-01	2009-03-11	2009-11-03	429960.0	4146393.0	237.0
394	002-00244-00-00	2006-04-19	2006-08-16	433242.0	4220878.0	119.0
408	002-00331-01	2011-03-22	2011-10-18	453784.0	4186317.0	210.0
409	002-00333-01	2011-03-23	2011-11-09	446370.0	4150891.0	231.0
410	002-00339-00-00	2010-03-16	2010-11-10	446148.0	4150914.0	239.0
424	002-00415-03	2011-03-23	2011-11-09	448046.0	4151617.0	231.0
426	002-00421-01	2018-03-27	2018-11-08	448212.0	4151078.0	226.0
428	002-00437-01	2011-03-30	2011-11-09	449088.0	4150782.0	224.0
429	002-00468-00-00	2010-03-16	2010-11-03	448591.0	4151178.0	232.0
432	002-00556-00-00	2019-03-18	2019-07-16	396886.0	4122564.0	120.0
433	002-00556-07-00	2019-03-18	2019-07-30	396886.0	4122564.0	134.0
436	002-00568-01-01	2016-04-05	2016-06-21	456412.0	4155876.0	77.0
448	003-00001-07-01	2021-03-09	2021-03-16	414761.0	4107444.0	7.0
452	003-00003-02-00	2015-09-14	2015-09-14	335607.0	4068034.0	0.0
453	003-00003-03	2019-07-01	2019-10-07	369879.0	4159144.0	98.0
460	003-00008-03-00	2021-03-10	2021-03-24	308369.0	4133851.0	14.0
472	003-00015-00-00	2008-03-11	2008-10-21	292050.0	4080039.0	224.0
482	003-00017-00-00	2009-03-10	2009-11-10	342992.0	4146554.0	245.0
483	003-00017-03-00	2009-03-10	2009-11-18	342992.0	4146554.0	253.0
491	003-00022-02-00	2020-03-17	2020-11-10	334072.0	4168341.0	238.0
496	003-00029-03	2021-03-17	2021-03-17	424906.0	4170775.0	0.0
502	003-00034-00-10	2006-05-02	2006-11-08	317719.0	4192021.0	190.0
507	003-00037-02-1	2016-04-11	2016-10-10	443231.0	4144167.0	182.0
516	003-00046-10	2016-03-15	2016-11-07	385622.0	4182536.0	237.0
521	003-00050-00-MZ	2007-03-19	2007-11-19	317417.0	4188630.0	245.0
526	003-00054-01-01	2013-04-23	2013-11-05	423651.0	4194555.0	196.0
536	003-00064-01-16	2021-03-09	2021-03-16	429816.0	4105191.0	7.0
538	003-00067-01-01	2014-03-18	2014-10-28	417565.0	4157498.0	224.0
547	003-00073-07-01	2021-03-03	2021-03-24	318233.0	4108242.0	21.0
554	003-00079-01	2016-04-12	2016-10-31	473448.0	4217579.0	202.0
555	003-00080-00-00	2007-03-21	2007-04-24	360028.0	4121825.0	34.0
558	003-00084-02	2009-03-11	2009-04-07	406458.0	4153092.0	27.0
563	003-00091-00-00	2008-03-24	2008-11-17	369414.0	4143727.0	238.0
564	003-00091-02-01	2009-03-11	2009-11-16	369414.0	4143727.0	250.0
578	003-00113-02-01	2019-03-13	2019-03-27	366016.0	4200735.0	14.0
579	003-00115-00-00	2007-05-15	2007-11-20	520203.0	4184278.0	189.0
586	003-00132-00-00	2008-03-26	2008-11-14	373902.0	4167505.0	233.0
590	003-00139-01-0	2019-09-05	2019-10-23	458861.06	4186419.75	48.0
592	003-00143-02-01	2014-03-17	2014-11-17	361007.0	4149184.0	245.0
594	003-00152-01	2020-08-17	2020-08-17	420771.0	4165290.0	0.0
602	003-00167-01-1	2015-08-31	2015-11-03	494135.0	4226847.0	64.0
605	003-00187-03-00	2019-08-27	2019-10-17	482338.0	4200518.0	51.0
607	003-00191-00-00	2006-03-27	2006-06-26	506872.0	4174635.0	91.0
610	003-00194-02-02	2015-03-16	2015-08-04	455185.0	4153815.0	141.0
622	003-00226-00-00	2009-03-10	2009-10-05	377648.0	4098525.0	209.0
623	003-00226-04-01	2009-03-10	2009-11-16	377648.0	4098525.0	251.0
624	003-00241-00-00	2010-03-16	2010-11-10	443889.0	4147804.0	239.0
626	003-00274-00-00	2006-06-07	2006-10-30	424321.0	4162147.0	145.0
627	003-00277-01-01	2015-03-16	2015-11-03	456824.0	4154878.0	232.0
632	003-00334-01-00	2017-03-29	2017-05-10	440461.0	4143328.0	42.0
633	003-00334-01-01	2016-04-12	2016-10-18	440461.0	4143328.0	189.0
639	003-00390-01-07	2006-08-01	2006-10-23	424120.0	4111571.0	83.0
640	003-00396-01	2012-03-14	2012-11-14	374657.0	4113531.0	245.0
643	003-00459-01	2009-08-11	2009-11-03	526409.0	4254893.0	84.0
646	003-00469-01-01	2016-04-11	2016-10-10	440792.0	4142750.0	182.0
650	003-00566-00-00	2006-07-24	2006-09-06	433529.3	4140231.71	44.0
652	003-00579-01-01	2016-04-12	2016-10-18	432263.0	4140343.0	189.0
655	003-00688-01-01	2016-04-11	2016-10-10	441906.0	4142310.0	182.0
665	004-00002-02-2	2013-03-18	2013-11-18	333861.0	4088179.0	245.0
680	004-00007-04	2014-03-17	2014-10-22	423199.0	4181655.0	219.0
681	004-00008-64-1	2009-03-10	2009-11-02	407071.0	4144731.0	237.0
692	004-00016-00-00	2006-04-10	2006-10-25	299995.0	4091267.0	198.0
694	004-00017-00-02	2011-04-04	2011-11-09	300069.0	4091323.0	219.0
710	004-00027-04-0	2010-03-16	2010-11-09	463822.0	4145434.0	238.0
717	004-00032-02	2009-03-09	2009-07-27	362019.0	4118819.0	140.0
718	004-00032-02-01	2009-03-09	2009-11-16	362019.0	4118819.0	252.0
725	004-00035-01-0	2012-03-14	2012-11-14	360432.0	4118622.0	245.0
727	004-00035-01-01	2011-03-07	2011-11-14	360432.0	4118622.0	252.0
732	004-00041-01-0	2020-07-07	2020-10-05	441827.0	4175349.0	90.0
741	004-00053-06-00	2021-03-02	2021-03-16	252444.0	4156998.0	14.0
746	004-00059-01-04	2006-07-31	2006-10-24	430874.0	4101037.0	85.0
747	004-00060-00-00	2006-04-11	2006-11-13	498036.0	4207050.0	216.0
749	004-00065-00	2016-04-12	2016-10-18	420661.0	4135350.0	189.0
753	004-00068-04-01	2006-05-22	2006-10-24	416755.0	4115824.0	155.0
756	004-00069-02-01	2015-03-24	2015-11-17	369759.0	4127004.0	238.0
758	004-00069-06-01	2015-03-16	2015-11-04	306197.0	4082750.0	233.0
760	004-00072-01-1	2015-07-27	2015-11-03	489037.0	4221724.0	99.0
769	004-00078-05-00	2015-05-04	2015-11-17	395090.0	4159462.0	197.0
776	004-00089-00-00	2006-03-29	2006-10-25	369390.0	4127500.0	210.0
778	004-00093-01	2009-03-09	2009-11-03	429266.0	4141110.0	239.0
783	004-00100-01	2012-03-20	2012-07-30	316127.0	4189061.0	132.0
790	004-00107-09-01	2012-03-20	2012-11-19	365247.0	4173755.0	244.0
796	004-00115-01	2011-03-23	2011-11-09	445298.0	4146643.0	231.0
800	004-00122-01	2018-03-27	2018-11-08	445306.0	4146557.0	226.0
804	004-00127-01-91	2017-03-06	2017-10-16	306118.0	4101827.0	224.0
806	004-00129-01-30	2015-02-23	2015-06-22	449134.0	4207229.0	119.0
809	004-00134-02	2009-03-10	2009-11-02	420739.0	4135299.0	237.0
818	004-00169-01-17	2021-03-16	2021-03-16	432173.0	4218875.0	0.0
820	004-00184-00-00	2006-03-28	2006-10-02	483295.0	4086818.0	188.0
824	004-00209-01	2021-03-10	2021-03-17	428628.0	4149265.0	7.0
825	004-00209-01-00	2021-03-10	2021-03-10	428628.0	4149265.0	0.0
828	004-00214-03-01	2015-03-17	2015-11-03	455509.0	4156576.0	231.0
832	004-00229-03-01	2015-03-17	2015-08-04	455526.0	4156568.0	140.0
835	004-00262-01	2017-04-20	2017-09-27	279828.94	4130762.72	160.0
848	004-00337-01	2020-08-19	2020-10-07	497520.0	4226068.0	49.0
854	004-00394-01-00	2015-03-18	2015-10-21	377039.0	4111754.0	217.0
857	004-00405-01-0	2016-03-15	2016-11-07	459844.0	4187743.0	237.0
859	004-00443-00-04	2011-03-14	2011-10-31	394833.0	4121607.0	231.0
864	004-00461-02-03	2011-03-15	2011-11-22	358753.0	4121615.0	252.0
865	004-00461-02-05	2010-03-09	2010-11-15	358753.0	4121615.0	251.0
872	005-00001-02-00	2014-03-25	2014-11-10	388598.0	4202829.0	230.0
873	005-00001-03-21	2021-03-09	2021-03-16	404842.0	415979.0	7.0
877	005-00002-01-01	2011-03-07	2011-11-14	360887.0	4119806.0	252.0
878	005-00003-00-31	2012-03-28	2012-04-24	453740.94	4159454.88	27.0
879	005-00005-00-00	2006-03-22	2006-11-14	378945.0	4202720.0	237.0
880	005-00005-05	2019-07-01	2019-10-07	367915.0	4163204.0	98.0
884	005-00007-01	2012-07-04	2012-07-18	330496.0	4107372.0	14.0
885	005-00007-01-25	2015-02-24	2015-06-22	457649.0	4207676.0	118.0
887	005-00008-03-00	2010-03-17	2010-11-17	370582.0	4158301.0	245.0
888	005-00009-01-01	2014-03-17	2014-11-17	375381.0	4140660.0	245.0
894	005-00013-01-00	2019-03-20	2019-11-06	374127.0	4163813.0	231.0
900	005-00018-00-00	2006-03-27	2006-11-13	528064.0	4255595.0	231.0
903	005-00021-01-01	2017-03-07	2017-10-31	349894.0	4115906.0	238.0
908	005-00023-01	2014-03-19	2014-05-21	395127.0	4157529.0	63.0
913	005-00028-01	2021-03-02	2021-03-22	344850.04319	4120713.55344	20.0
916	005-00030-01	2009-03-09	2009-07-27	363330.0	4119789.0	140.0
918	005-00030-02-01	2011-03-07	2011-11-14	363330.0	4119789.0	252.0
922	005-00034-05	2015-09-08	2015-10-14	445967.0	4135625.0	36.0
924	005-00035-02-00	2017-03-21	2017-10-24	247537.0	4122699.0	217.0
933	005-00044-03	2019-08-05	2019-10-15	514587.0	4238151.0	71.0
935	005-00046-29-01	2021-02-24	2021-03-11	218373.0	4071710.0	15.0
938	005-00048-01-95	2021-03-16	2021-03-16	421721.0	4217373.0	0.0
943	005-00052-00-46	2009-04-29	2009-11-18	314520.0	4235381.0	203.0
944	005-00052-01-00	2011-06-28	2011-11-09	308833.0	4090126.0	134.0
950	005-00055-00-00	2008-03-18	2008-11-17	312891.0	4236189.0	244.0
953	005-00055-01-0	2020-03-25	2020-11-03	436319.0	4147281.0	223.0
957	005-00060-02-01	2009-03-10	2009-11-16	315278.0	4097221.0	251.0
959	005-00061-01-01	2016-04-12	2016-10-18	440809.0	4140694.0	189.0
960	005-00064-00-00	2006-03-27	2006-11-13	389003.0	4089788.0	231.0
961	005-00064-01-01	2015-03-17	2015-11-03	452927.0	4158517.0	231.0
978	005-00083-02-01	2009-03-10	2009-11-16	379154.0	4096855.0	251.0
979	005-00083-02-1	2010-03-09	2010-11-15	379171.0	4096837.0	251.0
985	005-00090-02-01	2016-04-13	2016-10-19	448114.0	4146099.0	189.0
988	005-00095-01	2017-04-20	2017-09-27	281465.98	4129809.15	160.0
993	005-00107-00-30	2009-03-18	2009-04-29	382879.0	4120309.0	42.0
996	005-00113-03	2009-03-11	2009-11-04	431952.0	4149089.0	238.0
1000	005-00128-00-08	2009-04-29	2009-11-18	314050.0	4255585.0	203.0
